Ref Number,NOTE FROM ANNE,NOTE FROM ADAM,Linker Number,Abstract Master Text,Occurance Number,Occurance Type,Parent Work,Parent Index Blob,Parent Date,Parent vdB Index (rondeaux),Parent RS Index,Parent L Index,Parent T Index (songs),Parent T Index (motets),Parent MW Index,Parent Lu Index,Refrain Location,Parent Generic Descriptor,Parent Work Author,Host Work,Host Work Date,Host Work Generic Descriptor,Host Work Author,Singer,Destinataire,Circonstances,Fonction,Marque de chant précédant le refrain,Marque de chant suivant le refrain,Marque de discours,Manuscript Number,Image File,Manuscript Collocation,Reading,Derived Reading Text,Derived Reading Text (Refrain 1 [sur l'incipit français]),Derived Reading Text (Refrain 1),Derived Reading Text (Refrain 2),Derived Reading Text (Refrain 3),Derived Reading Text (Refrain 4),Derived Reading Text (Refrain 5),Derived Reading Text (Refrain 6),Derived Reading Text (Refrain triplum),Derived Reading Text (Refrain motetus),Derived Reading Text (Refrain teneur),Derived Reading Text (Initial),Derived Reading Text (Final),Derived Reading Text (st. 1; refrain interne),Derived Reading Text (st. 1; refrain interne 2),Derived Reading Text (st. 1; refrain final),Derived Reading Text (st. 2; refrain interne),Derived Reading Text (st. 2; refrain interne 2),Derived Reading Text (st. 2; refrain final),Derived Reading Text (st. 3; refrain interne),Derived Reading Text (st. 3; refrain interne 2),Derived Reading Text (st. 3; refrain final),Derived Reading Text (st. 4; refrain interne),Derived Reading Text (st. 4; refrain interne 2),Derived Reading Text (st. 4; refrain final),Derived Reading Text (st. 5; refrain interne),Derived Reading Text (st. 5; refrain interne 2),Derived Reading Text (st. 5; refrain final),Derived Reading Text (st. 6; refrain interne),Derived Reading Text (st. 6; refrain interne 2),Derived Reading Text (st. 6; refrain final),Derived Reading Text (st. 7; refrain interne),Derived Reading Text (st. 7; refrain interne 2),Derived Reading Text (st. 7; refrain final),Derived Reading Text (st. 8; refrain interne),Derived Reading Text (st. 8; refrain interne 2),Derived Reading Text (st. 8; refrain final),Derived Reading Text (st. 9; refrain interne),Derived Reading Text (st. 9; refrain interne 2),Derived Reading Text (st. 9; refrain final),Derived Reading Text (st. 10; refrain final),Derived Reading Text (st. 11; refrain final),Derived Reading Text (st. 12; refrain final),Derived Reading Text (st. 13; refrain final),Derived Reading Text (st. 14; refrain final),Derived Reading Text (st. 15; refrain final),Derived Reading Text (st. 16; refrain final),Derived Reading Text (st. 17; refrain final),Derived Reading Text (st. 18; refrain final),Derived Reading Text (st. 19; refrain final),Derived Reading Text (st. 20; refrain final),Derived Reading Text (st. 21; refrain final),Derived Reading Text (st. 22; refrain final),Derived Reading Text (st. 23; refrain final),Derived Reading Text (st. 24; refrain final),Derived Reading Text (st. 25; refrain final),Derived Reading Text (Envoi 1; refrain final),Derived Reading Text (Envoi 2; refrain final),Métrique,Other Manuscript Data,,,,,,,,,,,,
1362,,,,Ne ne me doi repentir de li servir.,1,lyrique (monodie),Tant atendrai le secours,"RS: 2039 III   L: 265-1652   T: 1163   MW: 902, 40   ",,,2039 III,265-1652,1163,,"902, 40",,Fin de strophe,Chanson avec des refrains,?,,,,,,,,,,,,1,,"F-Pn fr. 24406, fol. 102 ra",,ne ne me doi repentir. de li seruir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A6A4,,,,,,,,,,,,,
1363,,,,"Ne partirai de la prison, s'avrai trouvee chançon.",1,lyrique (monodie),Au besoing voit on l'ami,"RS: 1028   L: 84-4   T: 600   MW: 1220, 1   ",,,1028,84-4,600,,"1220, 1",,Fin de strophe,Chanson à refrain (5 st. et un envoi),Gilbert de Berneville   (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / CH-BEb 389 / F-Pn   fr. 20050 main postérieure),,,,,,,,,,,,1,,"F-Pn fr. 20050, fol. 114 v",Ne]ne st. I-II; partirai]partirai st. I-II; la]sa st. I-II; prison]prison. st. I-II; s'avrai]s'aurai st. I; trouvee]trouee st. I-II; chançon]chanson. st. I-II,,,,,,,,,,,,,,,,ne partirai de sa prison. s’aurai trouee chanson,,,ne partirai de la prison. s’aura trouee chanson.,,,pais ne m’esmai de la prison. kar i’ai trouee chanson,,,seus conforteis en la prison et s’ai trouee chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image4116.png,"F-Pa 5198, p. 153 a",,,,,,,,,,,,,,,,,ne partirai de la prison: s'aurai trouuee chançon.,,,tant garderai ceste prison: qu’aurai trouuee chançon.,,,point ne m’esmai. de la prison: de legier ferai chançon.,,,sui honorez en la prison: de legier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image4118.png,"F-Pn fr. 845, fol. 71 rb",,,,,,,,,,,,,,,,,ne partirai de la prison s'aurai trouuee chançon.,,,tant garderai ceste prison. qu’aurai trouuee chançon.,,,point ne m’esmai de la prison delegier ferai chançon.,,,sui honorés en la prison d’elegier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_files/image4120.png,"F-Pn nouv. acq. fr. 1050, fol. 104 ra",,,,,,,,,,,,,,,,,ne partirai de la prison. s'aurai trouee chançon.,,,tant garderai ceste prison. qu’aurai trouuee chançon,,,point ne m’esmai. de la prison de legier ferai chançon.,,,sui honorés en la prison. d’elegier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1_files/image4122.png,"F-Pn fr. 24406, fol. 45 ra",,,,,,,,,,,,,,,,,ne partirai de la prison s'aurai trouuee chanson.,,,tant garderai ceste prison. qu’aurai trouuee chanson,,,point. ne m’esmai de la prison. de legier ferai chanson.,,,sui hennorez. en la prison de legier ferai chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1_files/image4124.png,"F-Pn fr. 846, fol. 9 vb",,,,,,,,,,,,,,,,,ne partirai de la prison s'aurai trouee chançon.,,,tant garderai ceste prison qu'aurai trouee chançon.,,,point ne m'esmai de la prison. de legier ferai chançon.,,,sui honorez en la prison. de legier ferai chançon.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7,St. V-envoi manquants,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"CH-BEb 389, fol. 71 v",Ne]ne st. I; partirai]pertirai st. I; prison]prixon. st. I; s'avrai]s'aurai st. I; trouvee]trouee st. I; chançon]chanson. st. I,,,,,,,,,,,,,,,,ne pertirai de la prixon. s’aurai trouee chanson.,,,tant gairderai ceste prixon. c’aurai trouee chanson.,,,poent ne m’esmai en la prixon de ligier ferai chanson.,,,seux honoreis. en la prixon. et s’aureis perceus chanson.,,,seux delivrés de la prixon. et s’ai trouee chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,et s'aprendeis de la prixon. l'enprisonnee chanson.,,A4B4B7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1_files/image4126.png,"F-Pn fr. 1591, fol. 125 r",,,,,,,,,,,,,,,,,ne partirai de la prison. s'aurai trouuee chanson.,,,tant garderai ceste prison qu'auerai trouuee chanson.,,,point ne m’esmai de la prison. de legier ferai chanson.,,,sui honnourés en la prison et s’ai trouuee chanson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A4B4B7 (st. 1/3-5); A4B4B8 (st. 2),St. V-envoi manquants,,,,,,,,,,,,
1364,,,,Ne puet faillir a honour fins cuers qui bien amera.,1,lyrique (polyphonie),"Que ferai, biaus sire   Dieus /   Ne   puet faillir (déb.) / Descendentibus","Lu: 569 / 570 / M74   T: 393-1   L: 265-1519   MW: 821, 1   ",,,,265-1519,,393-1,"821, 1",569 / 570 / M74,Initial,Motet,?,,,,,,,,,,,,1,1_files/image4128.png,"F-MO H 196, fol. 116 r (569 / 570 / M74)",,Ne puet faillir a honour fins cuers qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image4130.png,"F-MO H 196, fol. 195 r (569 / 570 / M74)",,Ne puet faillir a hounour fins cuers qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image4132.png,"D-BAs Lit. 115, fol. 45 rb (569 / 570 / M74)",,Ne puet faillir a honour fins cuers qui bien amera.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"GB-Ob Douce 308, fol. 245 (258) ra (570)",honour]honor; cuer]cuers; qui]ki; amera]amerait.,Ne puet faillir a honor fins cuers ki bien amerait.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,,,,,,,,,
1365,,,,Ne riens [fors li] ne m'en puet fere aïe.,1,littéraire,Quant de la foelle espoissent li vergier,"RS: 1319   L: 265-1410   MW: 810, 1   ",,,1319,265-1410,,,"810, 1",,Fin de strophe,Chanson à refrain,Jean Renart?,Guillaume de Dole   v. 3180-3195,Ca 1228,Roman,Jean Renart,l'empereur,Lui-même et le sénéchal félon,Après le repas,Divertissement intime,Faire (RS 1319); vers (RS 1319),Vers (RS 1319),,1,,"I-Rvat Reg. lat. 1725, fol. 85 rb",ne riens ne m'en puet fere aïe. st. I; ne riens fors li ne me puet geter d'ire. st. II,,,,,,,,,,,,,,,,ne riens ne m'en puet fere aïe.,,,ne riens fors li ne me puet geter d'ire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'8 (st. 1); A'10 (st. 2),,,,,,,,,,,,,
1366,,,,"Ne serai trés lié de cuer, s'avrai celi trouvee.",1,littéraire,Ne serai trés lié de cuer,"vdB: Rond. 25   L: 265-1204   MW: 181, 57   ",,25,,265-1204,,,"181, 57",,,Rondeau,Adenet le Roi?,Cleomadés v. 5875-5882,1285,Roman,Adenet le Roi,Marine,Sa mère et ses sœurs,Requête de sa mère,Divertissement,Chanter; chanson,Chanter,,1,,"F-Pn fr. 24404, fol. 53 va (G)",Ne]ne refrain 2; s'avrai]s'aurai refrain 1; trouvee]trouuee,,,Ne serai trés lié de cuer s'aurai celi trouuee,ne serai trés lié de cuer s'avrai celi trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,2,,"F-Pn fr. 24430, fol. 19 rb (J)",Ne]ne refrain 2; trés]mais; s'avrai]s'arai,,,Ne serai mais lié de cuer s'arai celi trouvee,ne serai mais lié de cuer s'arai celi trouvee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,3,,"F-Pn fr. 1456, fol. 48 ra (O)",Ne]ne refrain 2; s'avrai]s'aurai; celi]cele; trouvee]trouuee,,,Ne serai trés lié de cuer s'aurai cele trouuee,ne serai trés lié de cuer s'aurai cele trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,4,,"F-Pa 3142, fol. 23 va (A)","Ne]ne refrain 2; s'avrai]s'aurai; celi]cele; trouvee]trouuee refrain 1, trouuee. refrain 2",,,Ne serai trés lié de cuer s'aurai cele trouuee,ne serai trés lié de cuer s'aurai cele trouuee.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,5,,"CH-BEb 238, fol. 48 ra (S)",Ne]ne; serai]serai; s'avrai]s'aurai; celi]cele; trouvee]trouuee,,,Ne serai trés lié de cuer s'aurai cele trouuee,ne serai trés lié de cuer s'aurai cele trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,6,,"F-Pn fr. 24405, fol. 60 va (I)",Ne]ne; s'avrai]s'aurai; trouvee]trouuee,,,ne serai trés lié de cuer s'aurai celi trouuee,ne serai trés lié de cuer s'aurai celi trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,7,,"F-Pn fr. 19165, fol. 128 v (P)",Ne]ne; serai]seray; s'avrai]s'auray; celi]celle; trouvee]trouuee,,,ne seray trés lié de cuer s'auray celle trouuee,ne seray trés lié de cuer s'auray celle trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,8,,"F-Pi 636, fol. 50 vb (Q)","Ne]ne; serai]seray refrain 1, sera refrain 2; trés]jay refrain 1; s'avrai]s'auray; celi]celle; trouvee]trouuee",,,ne seray jay lié de cuer s'auray celle trouuee,ne sera trés lié de cuer s'auray celle trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chanson,Chanter,,9,,"B-Br II 7444, fol. 59 vb (Y)","Ne]Ne refrain 1, ne refrain 2; serai]serray; trés]trés refrain 1; cuer]cœur refrain 2; s'avrai]s'auray; celi]celle refrain 1, celly refrain 2; trouvee]trouuee",,,Ne serray trés lié de cuer s'auray celle trouuee,ne serray trés lié de cœur s'auray celly trouuee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8B'6,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,"[Cheltenham, Phill. 3629 (N)]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,,,,"N'est il bien reison, or i pensez, que cil qui mielz aime, soit li mielz amez?",1,littéraire,Poire v. 890-891,Mi xiiie   ,Mi xiiie   ,,,,,,,,,Roman allégorique,Thibaut,,,,,Courtoisie,L'auteur-amoureux,Siège de l'auteur-amoureux,Discours,Chanter,Chanter,Dire,1,,"F-Pn fr. 2186, fol. 27 v (A)",reison]reison.; mielz amez]mielz. amez.,N'est il bien reison. or i pensez que cil qui mielz aime soit li mielz. amez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A11,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 12786, fol. 8 ra (B)",N'est][E]st; reison]resons; pensez]pansez; mielz aime]miex aime.; mielz amez]mieus amez.,[E]st il bien resons or i pansez que cil qui miex aime. soit li mieus amez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A9A11,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_files/image4134.png,"F-Pn fr. 24431, fol. 181 rb (C)",,Est il bien raisons or pensez cil qui miex aimme soit li mieus amés.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A10,,,,,,,,,,,,,
1368,,,,N'est pas d'amors en grant destroit qui por maltraire s'en recroit.,1,lyrique (monodie),Tant ai mon chant entrelaissié,"RS: 1089   L: 93-7   T: 629   MW: 752, 4   ",,,1089,93-7,629,,"752, 4",,Fin de strophe,Chanson à refrain (7 st.),Gontier de Soignies (F-Pn fr. 844 / F-Pn fr. 12615),,,,,,,,,,,,1,1_files/image4136.png,"F-Pn fr. 844, fol. 169 (154) ra (mélodie ajoutée postérieurement)",,,,,,,,,,,,,,,,,n'est pas d'amors en grant destroit. qui por mal traire s'en recroit.,,,n'est pas.,,,n'est pas.,,,n'est pas.,,,n'est pas.,,,n'est pas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,St. VII manquante,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 12615, fol. 109 v",N'est]n'est st. I; qui por maltraire]qui por mal traire st. I; s'en]se st. I,,,,,,,,,,,,,,,,n'est pas d'amors en grant destroit qui por mal traire se recroit,,,n'es pas.,,,n'es pas.,,,n'est pas.,,,n'est pas.,,,n'est pas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,St. VII manquante,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"CH-BEb 389, fol. 235 r","N'est]n'est st. I/VII; pas]pais st. I/VII; destroit]destroit. st. VII; qui por maltraire]ke por mal sosfrir st. I, ke por mal soffrir st. VII; s'en]se st. I/VII; recroit]recroit. st. I/VII",,,,,,,,,,,,,,,,n'est pais d'amors en grant destroit ke por mal sosfrir se recroit.,,,n'est pais d'amors.,,,n'est pais d'amors.,,,n'est pais d'amors.,,,n'est pais d'amors.,,,n'est pais d'amors.,,,n'est pais d'amors en grant destroit. ke por mal soffrir se recroit.,,,,,,,,,,,,,,,,,,,,,,,,,A8A8,,,,,,,,,,,,,
1369,,,,"Ne sui pas lés mon ami, che poise mi, qui vieut, si m'en croie.",1,littéraire,Renart le Nouvel   v. 4514,Ca 1289   ,Ca 1289,,,,,,,,,Roman,Jaquemart Gielée,,,,,Hersent la louve,Orgueilleuse et Harouge,Lecture des lettres d'amour de Renart,Commentaire amoureux,Chanter; oïr; chant,,,1,1_files/image4138.png,"F-Pn fr. 25566, fol. 147 vb (V)",,ne sui pas lés mon ami che poise mi. qui ueut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image4140.png,"F-Pn fr. 1593, fol. 33 (34) vb (F)",,ne sui pas lez mon amy ce poise mi. qui veult si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,2,littéraire,Renart le Nouvel   v. 6830,Ca 1289   ,Ca 1289,,,,,,,,,Roman,Jaquemart Gielée,,,,,Masquelee la vache,Bruiant le taureau,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Commencer; oïr; chant,Chanter,Dire,1,1_files/image4142.png,"F-Pn fr. 372, fol. 52 ra (C)",,ne sui pas lés mon ami ce poise mi qui veut si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,3,littéraire,Renart le Nouvel   v. 6868,Ca 1289   ,Ca 1289,,,,,,,,,Roman,Jaquemart Gielée,,,,,Vaire la jument,Baudouin l'âne,Entrée à Passe-Orgueil (fête finale),Discours amoureux,Chanter; chant,,,1,,"F-Pn fr. 1581, fol. 50 ra (L)",Ne]ne; che]ce; qui vieut]ki veut; croie]croie.,ne sui pas lés mon ami ce poise mi ki veut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chant,,,2,1_files/image4144.png,"F-Pn fr. 25566, fol. 167 va (V)",,ne sui point lés mon ami ce poise mi. qui ueut si m'en croie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commencer à chanter,,,3,1_files/image4146.png,"F-Pn fr. 1593, fol. 50 (51) vb (F)",,ne sui pas lez mon ami. ce poise mi qui veult si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chanter; chant,,,4,1_files/image4148.png,"F-Pn fr. 372, fol. 52 vb (C)",,ne sui pas lés mon ami ce poise mi qui veut si m'en croie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7A4B'5,,,,,,,,,,,,,
1370,,,,"Nete conme argent, clere con argent.",1,littéraire,Li premiers hons fu jadis,RS: 1551   L: 265-1078   T: 891   MW: 2179   ,,,1551,265-1078,891,,2179,,Initial / Fin de strophe,Chanson à refrain (8 st.),?,"Rosarius II, 28",Ca 1330,Miracles illustrant les propriétés des   choses,Un frère prêcheur du   Soissonnais,celui qui aura un cœur dévôt,Marie,Miracle de l'enfant sauvé du feu dans son berveau,Louange de Marie,Chanter,,,1,1_files/image4150.png,"F-Pn fr. 12483, fol. 207 va",,,,,,,,,,,,,Nete conme argent. clere com argent.,,,,nete et cetera.,,,Nete conme argent. et cetera.,,,nete conme argent. et cetera.,,,Nete conme argent,,,Nete conme argent.,,,Nete conme argent.,,,nete et cetera.,,,Nete conme argent et cetera.,,,,,,,,,,,,,,,,,,,,,,A5A5,,,,,,,,,,,,,
1371,,,,Ne venez pas en maison vous qui n'amez loialment.,1,littéraire,Abeïe fin du ier commandement,2e moitié xiiie   ,2e moitié xiiie   ,,,,,,,,,Dit allégorique (prose),?,,,,,les cœurs amoureux,Ceux qui désobéissent aux commandements du dieu Amour,Nomination de l'abbesse (Débonaireté),Exhortation,Chanter,,,1,,"F-AN 403, fol. 90 va",Ne venez]ne uenez; vous]uous; loialment]loialment,ne uenez pas en maison uous qui n'amez loialment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A7B7,,,,,,,,,,,,,
1372,,,,Ne venez plus c'a talent de bien fere; l'en vous clorroit l'uis.,1,lyrique (monodie),Chançon veul faire de moi,"RS: 1669 V   L: 128-1   T: 965   MW: 1143, 17   ",,,1669 V,128-1,965,,"1143, 17",,Fin de strophe,Chanson avec des refrains,Perrin d'Angicourt (F-Pa 5198 / F-Pn fr. 845 / F-Pn   nouv. acq. fr. 1050 / F-Pn fr. 847);   Jacquemin de la Vente (CH-BEb 389),,,,,,,,,,,,1,,"F-Pa 5198, p. 158 a",Ne]ne; l'en]l'en; vous]uous; l'uis]l'uis.,ne venez plus c'a talent de bien fere l'en uous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,"F-Pn fr. 845, fol. 50 va",Ne]ne; venez]uenez; vous]uous; l'uis]l'uis.,ne uenez plus c'a talent de bien fere l'en uous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,"F-Pn nouv. acq. fr. 1050, fol. 107 va",Ne]ne; venez]uenés; c'a]s'a; bien]bien; fere]faire.; vous]uos; l'uis]l'uis.,ne uenés plus s'a talent de bien faire. l'en uos clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,"F-Pn fr. 847, fol. 131 rb",Ne]ne; venez]uenez; plus]pas; l'en]l'on; vous]uos; l'uis]l'uis.,ne uenez pas c'a talent de bien fere l'on uos clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,"F-Pn fr. 24406, fol. 71 vb",Ne]or n'i; c'a talent]talent; bien]bien; l'en]c'on; l'uis]l'uis.,or n'i venez plus talent de bien fere c'on vous clorroit l'uis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,"CH-BEb 389, fol. 44 r",Ne]or n'i; venez]ueneis; plus]plux; c'a talent]talens; fere]faire.; l'en]com; vous]uos; clorroit]cloroit; l'uis]l'uix.,or n'i ueneis plux talens de bien faire. com uos cloroit l'uix.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'10B5,,,,,,,,,,,,,
1373,,,,"Ne vous hastés mie, bele, ne vos hastés mie.",1,lyrique (polyphonie),"Il n'a en toi sens ne   valour   / Robins,   li mauvais ouvriers (fin) /   Omnes","Lu: 21 / 22 / M1   L: 265-789   MW: 793, 1   ",,,,265-789,,,"793, 1",21 / 22 / M1,Final,Motet,?,,,,,Robin,Son amie,,,,,Répondre,1,1_files/image4152.png,"F-MO H 196, fol. 215 r",,ne vous hastés mie bele ne vos hastés mie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A'7,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_files/image4154.png,"D-BAs Lit. 115, fol. 53 rb",,ne uous hastés mie bele ne vous hastés mie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'5A'7,,,,,,,,,,,,,
1374,,,,"Ne vos mariez mie, tenez vous ensi.",1,lyrique (polyphonie),Ja ne mi marierai (fin) / Amoris,"Lu: 367 / M27   T: 310   L: 265-848   MW: 520, 1   ",,,,265-848,,310,"520, 1",367 / M27,Final,Motet,?,,,,,,,,,,,,1,1_files/image4156.png,"F-Pn fr. 844, fol. 209 (202) vb",,ne vos mariez mie tenez vos ensi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A'6A5,,,,,,,,,,,,,
